# MODE: DEV
# path\tkind\tcandidate\tmigration note
# The plans-board HTML renderer is inventoried for completeness but is excluded
# from this branch; another agent owns its Rust replacement.
planning/scripts/lib/table/plan_testing_requirement_for_goal.sh	library-crate	table-plan_testing_requirement_for_goal	map functions, shared state, consumers, and failure behavior
planning/scripts/lib/table/plan_testing_requirement_row.sh	library-crate	table-plan_testing_requirement_row	map functions, shared state, consumers, and failure behavior
planning/scripts/mint-fix-keys.sh	runtime-binary	mint-fix-keys	preserve CLI and observable behavior
planning/scripts/monitor-read.sh	runtime-binary	monitor-read	preserve CLI and observable behavior
planning/scripts/overview-state.sh	runtime-binary	overview-state	preserve CLI and observable behavior
planning/scripts/plan-content-diff-lib.sh	library-crate	plan-content-diff-lib	map exports and consumers before choosing crate boundary
planning/scripts/plan-content.sh	runtime-binary	plan-content	preserve CLI and observable behavior
planning/scripts/plan-context-lib.sh	library-crate	plan-context-lib	map exports and consumers before choosing crate boundary
planning/scripts/plan-context-wrapper.sh	runtime-binary	plan-context-wrapper	preserve CLI and observable behavior
planning/scripts/plan-context.sh	runtime-binary	plan-context	preserve CLI and observable behavior
planning/scripts/plan-env.sh	runtime-binary	plan-env	preserve CLI and observable behavior
planning/scripts/plan-inventory-lib.sh	library-crate	plan-inventory-lib	map exports and consumers before choosing crate boundary
planning/scripts/plan-map-lib.sh	library-crate	planning-map	ordered map API is implemented and consumed by plan-content
planning/scripts/plan-mutate.sh	runtime-binary	plan-mutate	preserve CLI and observable behavior
planning/scripts/plan-reconcile-lib.sh	library-crate	plan-reconcile-lib	map exports and consumers before choosing crate boundary
planning/scripts/plan-root.sh	runtime-binary	plan-root	preserve CLI and observable behavior
planning/scripts/plans-board-lib.sh	library-crate	plans-board-lib	map exports and consumers before choosing crate boundary
planning/scripts/rebuild-plan-progress.sh	runtime-binary	rebuild-plan-progress	preserve CLI and observable behavior
planning/scripts/register-command.sh	runtime-binary	register-command	preserve CLI and observable behavior
planning/scripts/register-lib.sh	library-crate	register-lib	map exports and consumers before choosing crate boundary
planning/scripts/register-read.sh	runtime-binary	register-read	preserve CLI and observable behavior
planning/scripts/register-rebuild.sh	dev-binary	register-rebuild	in scope; decide install/package status explicitly
planning/scripts/remove-coverage.sh	runtime-binary	remove-coverage	preserve CLI and observable behavior
planning/scripts/remove-plan.sh	runtime-binary	remove-plan	preserve CLI and observable behavior
planning/scripts/remove-work-unit.sh	runtime-binary	remove-work-unit	preserve CLI and observable behavior
planning/scripts/render-plans-board.sh	runtime-binary	render-plans-board	preserve CLI and observable behavior
planning/scripts/resolve-finding.sh	runtime-binary	resolve-finding	preserve CLI and observable behavior
planning/scripts/role-context.sh	runtime-binary	role-context	preserve CLI and observable behavior
planning/scripts/run-adversary-probe.sh	runtime-binary	run-adversary-probe	preserve CLI and observable behavior
planning/scripts/supervision-frame.sh	runtime-binary	supervision-frame	preserve CLI and observable behavior
planning/scripts/update-adversarial-review.sh	runtime-binary	update-adversarial-review	preserve CLI and observable behavior
planning/scripts/update-plan-content.sh	runtime-binary	update-plan-content	preserve CLI and observable behavior
planning/scripts/update-plan-progress.sh	runtime-binary	update-plan-progress	preserve CLI and observable behavior
planning/scripts/update-progress.sh	runtime-binary	update-progress	preserve CLI and observable behavior
planning/scripts/update-step.sh	runtime-binary	update-step	preserve CLI and observable behavior
planning/scripts/update-ui-story.sh	runtime-binary	update-ui-story	preserve CLI and observable behavior
planning/scripts/update-work-unit.sh	runtime-binary	update-work-unit	preserve CLI and observable behavior
planning/scripts/validate-plan-commands-lib.sh	library-crate	validate-plan-commands-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-common-lib.sh	library-crate	validate-plan-common-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-comparisons-lib.sh	library-crate	validate-plan-comparisons-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-docs-lib.sh	library-crate	validate-plan-docs-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-goals-lib.sh	library-crate	validate-plan-goals-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-inventory-lib.sh	library-crate	validate-plan-inventory-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-placeholders-lib.sh	library-crate	validate-plan-placeholders-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-propagation-lib.sh	library-crate	validate-plan-propagation-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-serve-lib.sh	library-crate	validate-plan-serve-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-stale-lib.sh	library-crate	validate-plan-stale-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan-ui-lib.sh	library-crate	validate-plan-ui-lib	map exports and consumers before choosing crate boundary
planning/scripts/validate-plan.sh	runtime-binary	validate-plan	preserve CLI and observable behavior
planning/scripts/verify-fix-keys.sh	runtime-binary	verify-fix-keys	preserve CLI and observable behavior
planning/scripts/verify-target.sh	runtime-binary	verify-target	preserve CLI and observable behavior
